Order ID,Order Date,Customer Name,Product,Category,Region,Salesperson,Quantity,Unit Price,Total Sales,Cost Price,Profit,Payment Mode,Order Status
ORD0275,09/10/2025,Rohit,Hoodie,Clothing,East,Arjun,7,2200,15400,1400,5600,UPI,Pending
ORD0335,08/05/2025,Dev,Hoodie,Clothing,West,Amit,7,2200,15400,1400,5600,Cash,Delivered
ORD0018,06/12/2025,Ananya,Keyboard,Electronics,North,Priya,10,1500,15000,1000,5000,UPI,Delivered
ORD0476,01/03/2025,Neha,Keyboard,Electronics,East,Rohit,10,1500,15000,1000,5000,Credit Card,Delivered
ORD0051,24/04/2025,Aryan,Cooking Oil,Grocery,North,Arjun,8,1800,14400,1400,3200,Cash,Pending
ORD0218,18/05/2025,Shreya,Jeans,Clothing,East,Priya,8,1800,14400,1100,5600,UPI,Delivered
ORD0251,26/05/2025,Ayush,Cooking Oil,Grocery,East,Neha,8,1800,14400,1400,3200,Cash,Delivered
ORD0392,08/02/2025,Shreya,Jeans,Clothing,South,Rohit,8,1800,14400,1100,5600,Cash,Delivered
ORD0399,04/06/2025,Mohit,Cooking Oil,Grocery,South,Anjali,8,1800,14400,1400,3200,Credit Card,Delivered
ORD0406,28/02/2025,Vihaan,Cooking Oil,Grocery,North,Rahul,8,1800,14400,1400,3200,Cash,Delivered
ORD0431,24/09/2025,Diya,Jeans,Clothing,North,Neha,8,1800,14400,1100,5600,UPI,Pending
ORD0048,25/06/2025,Arjun,Shoes,Clothing,West,Neha,5,2800,14000,1800,5000,Cash,Delivered
ORD0135,06/03/2025,Khushi,Jacket,Clothing,South,Rohit,4,3500,14000,2400,4400,Cash,Delivered
ORD0177,28/11/2025,Shreya,Shoes,Clothing,North,Karan,5,2800,14000,1800,5000,Cash,Delivered
ORD0233,16/02/2025,Ananya,Shoes,Clothing,South,Rahul,5,2800,14000,1800,5000,UPI,Delivered
ORD0416,17/04/2025,Sanjana,Jacket,Clothing,West,Karan,4,3500,14000,2400,4400,UPI,Delivered
ORD0470,30/05/2025,Palak,Book Shelf,Furniture,West,Rohit,2,7000,14000,5200,3600,UPI,Delivered
ORD0146,12/09/2025,Pooja,Keyboard,Electronics,West,Priya,9,1500,13500,1000,4500,Cash,Delivered
ORD0151,01/12/2025,Mohit,Keyboard,Electronics,North,Neha,9,1500,13500,1000,4500,Cash,Delivered
ORD0290,05/09/2025,Aditya,Keyboard,Electronics,South,Rohit,9,1500,13500,1000,4500,UPI,Pending
ORD0371,13/10/2025,Aisha,Keyboard,Electronics,North,Sneha,9,1500,13500,1000,4500,UPI,Delivered
ORD0386,07/07/2025,Priya,Keyboard,Electronics,West,Karan,9,1500,13500,1000,4500,UPI,Pending
ORD0471,08/09/2025,Isha,Keyboard,Electronics,North,Amit,9,1500,13500,1000,4500,UPI,Pending
ORD0041,31/08/2025,Aman,Hoodie,Clothing,East,Neha,6,2200,13200,1400,4800,UPI,Delivered
